policy_id,customer_id,policy_type,coverage_amount,monthly_premium,start_date,status
PC00833-02,C00833,Accident,3297335,4054.37,2020-01-22,Active
PC00833-03,C00833,Investment,2122382,3289.03,2020-01-01,Active
PC00834-01,C00834,Investment,1044241,614.85,2019-12-11,Active
PC00835-01,C00835,Life,2946854,4643.63,2022-02-20,Active
PC00835-02,C00835,Investment,3351393,1690.04,2022-07-09,Active
PC00836-01,C00836,Life,3983682,6907.41,2020-06-04,Active
PC00837-01,C00837,Accident,1364394,1153.06,2022-07-20,Active
PC00838-01,C00838,Accident,2891176,4268.31,2020-11-23,Active
PC00838-02,C00838,Accident,987127,706.79,2022-09-26,Active
PC00838-03,C00838,Health,3931807,4389.08,2022-10-27,Active
PC00839-01,C00839,Accident,1078619,767.67,2020-01-30,Active
PC00839-02,C00839,Health,1200577,2369.14,2019-07-02,Active
PC00839-03,C00839,Investment,1974454,3075.0,2018-11-04,Active
PC00840-01,C00840,Life,2952580,3140.73,2019-01-24,Active
PC00841-01,C00841,Health,4658725,6748.65,2018-10-21,Active
PC00841-02,C00841,Accident,4668525,3600.8,2020-01-17,Active
PC00841-03,C00841,Health,2953232,4228.05,2018-05-19,Active
PC00842-01,C00842,Accident,1750577,3451.02,2022-08-05,Active
PC00843-01,C00843,Investment,212217,269.78,2022-07-17,Active
PC00844-01,C00844,Accident,2123234,3564.92,2018-01-08,Active
PC00845-01,C00845,Investment,618550,753.33,2021-06-22,Active
PC00846-01,C00846,Health,4007844,3271.71,2021-06-25,Active
PC00846-02,C00846,Health,2641643,5265.04,2020-06-10,Active
PC00846-03,C00846,Health,1037234,1440.2,2021-10-11,Active
PC00847-01,C00847,Accident,3855301,7170.19,2022-11-15,Active
PC00847-02,C00847,Life,4348633,5146.12,2018-11-08,Active
PC00848-01,C00848,Life,1109617,2105.91,2022-05-15,Active
PC00849-01,C00849,Health,4884407,8647.57,2019-04-30,Active
PC00850-01,C00850,Life,2066321,1210.65,2022-08-25,Active
PC00850-02,C00850,Investment,2579184,4690.5,2021-06-25,Active
PC00851-01,C00851,Health,1411372,1489.36,2018-07-01,Active
PC00851-02,C00851,Health,2836207,5668.75,2022-04-20,Active
PC00852-01,C00852,Accident,4833020,8377.1,2022-01-29,Active
PC00853-01,C00853,Health,922617,1102.85,2021-03-17,Active
PC00853-02,C00853,Health,2346073,4659.21,2019-02-13,Active
PC00854-01,C00854,Health,4813351,4249.88,2018-03-22,Active
PC00854-02,C00854,Investment,2448673,3393.32,2020-05-12,Active
PC00855-01,C00855,Life,2206276,1688.34,2018-01-24,Active
PC00856-01,C00856,Life,2342390,3976.15,2020-04-07,Active
PC00857-01,C00857,Life,168199,198.43,2019-08-27,Active
PC00858-01,C00858,Investment,2829296,5224.52,2021-10-03,Active
PC00858-02,C00858,Life,3135513,3999.56,2020-08-11,Active
PC00858-03,C00858,Accident,3084347,3248.64,2018-12-23,Active
PC00859-01,C00859,Life,412991,239.79,2021-09-07,Active
PC00859-02,C00859,Health,1939320,1367.42,2020-09-25,Active
PC00860-01,C00860,Accident,4721208,6054.22,2022-04-09,Active
PC00860-02,C00860,Investment,1884488,1191.77,2019-07-06,Active
PC00861-01,C00861,Health,3573040,4513.65,2021-07-06,Active
PC00861-02,C00861,Accident,4693138,7616.27,2022-03-14,Active
PC00862-01,C00862,Life,4508815,8621.99,2020-05-28,Active
PC00862-02,C00862,Life,4251710,5354.51,2022-11-10,Active
PC00863-01,C00863,Health,4983645,5584.35,2022-05-25,Active
PC00863-02,C00863,Investment,1836718,2113.4,2018-10-08,Active
PC00863-03,C00863,Life,2777704,3875.63,2020-03-27,Active
PC00864-01,C00864,Health,1743537,3356.3,2019-01-02,Active
PC00865-01,C00865,Investment,4612600,5028.2,2022-02-08,Active
PC00866-01,C00866,Health,663023,877.44,2022-12-28,Active
PC00866-02,C00866,Life,4952415,3213.96,2019-02-26,Active
PC00866-03,C00866,Life,4995646,6416.75,2021-04-26,Active
PC00867-01,C00867,Life,3510235,4678.0,2021-04-26,Active
PC00868-01,C00868,Investment,597102,580.0,2020-02-12,Active
PC00868-02,C00868,Health,4250650,4394.05,2019-06-30,Active
PC00869-01,C00869,Accident,3021157,1958.69,2020-08-11,Active
PC00870-01,C00870,Accident,1156835,1186.55,2022-06-10,Active
PC00870-02,C00870,Investment,790925,653.17,2020-06-20,Active
PC00871-01,C00871,Health,3571459,4205.26,2020-01-11,Active
PC00872-01,C00872,Health,1831984,3028.6,2019-10-09,Active
PC00872-02,C00872,Health,3897597,4261.44,2018-12-24,Active
PC00873-01,C00873,Health,3098328,1850.54,2018-09-02,Active
PC00873-02,C00873,Life,2658148,3771.78,2018-10-25,Active
PC00874-01,C00874,Life,4015851,4476.98,2021-03-20,Active
PC00874-02,C00874,Health,2203872,1614.13,2019-10-07,Active
PC00874-03,C00874,Accident,688988,548.42,2018-03-06,Active
PC00875-01,C00875,Accident,1984635,2003.74,2018-01-03,Active
PC00876-01,C00876,Accident,736513,567.43,2019-01-08,Active
PC00877-01,C00877,Accident,3617940,6370.4,2020-08-11,Active
PC00878-01,C00878,Life,4604240,4892.19,2018-11-13,Active
PC00879-01,C00879,Investment,469684,815.72,2019-01-01,Active
PC00879-02,C00879,Health,261796,459.7,2019-10-03,Active
PC00879-03,C00879,Accident,4892286,9338.66,2020-07-09,Active
PC00880-01,C00880,Health,4036265,5730.78,2022-11-04,Active
PC00881-01,C00881,Investment,1586957,1788.84,2019-12-24,Active
PC00882-01,C00882,Life,729835,850.88,2021-11-15,Active
PC00883-01,C00883,Investment,2458349,1608.68,2019-06-25,Active
PC00883-02,C00883,Life,940676,934.97,2020-04-28,Active
PC00884-01,C00884,Accident,1057544,1273.91,2018-07-29,Active
PC00885-01,C00885,Investment,2760896,5347.77,2021-08-03,Active
PC00885-02,C00885,Investment,950825,805.05,2018-07-03,Active
PC00885-03,C00885,Investment,2930622,1578.72,2021-10-09,Active
PC00886-01,C00886,Health,4034764,5697.63,2018-03-27,Active
PC00887-01,C00887,Investment,2447252,4701.5,2021-02-01,Active
PC00887-02,C00887,Accident,4601948,8150.15,2018-07-07,Active
PC00887-03,C00887,Life,641730,934.56,2018-01-29,Active
PC00888-01,C00888,Health,1988156,1325.7,2019-10-28,Active
PC00889-01,C00889,Accident,4212538,6941.17,2018-05-12,Active
PC00889-02,C00889,Investment,2522923,4268.22,2022-06-10,Active
PC00889-03,C00889,Investment,738127,1370.11,2019-06-08,Active
PC00890-01,C00890,Accident,2523984,4260.28,2019-08-23,Active
PC00891-01,C00891,Life,2690845,3215.56,2022-05-09,Active
PC00891-02,C00891,Investment,1512174,1877.66,2020-12-19,Active
PC00891-03,C00891,Accident,4080467,3315.97,2018-07-24,Active
PC00892-01,C00892,Life,2643175,1620.81,2019-04-26,Active
PC00892-02,C00892,Accident,2997982,5655.15,2019-11-23,Active
PC00892-03,C00892,Life,1600864,2382.8,2019-04-21,Active
PC00893-01,C00893,Accident,4218267,6904.17,2022-04-23,Active
PC00893-02,C00893,Health,831297,1462.65,2020-02-24,Active
PC00893-03,C00893,Life,1936694,2308.65,2018-09-11,Active
PC00894-01,C00894,Accident,391445,584.48,2018-03-27,Active
PC00895-01,C00895,Health,3455222,6299.38,2021-01-18,Active
PC00895-02,C00895,Health,2836412,4223.15,2019-07-04,Active
PC00896-01,C00896,Investment,778481,1462.12,2020-05-08,Active
PC00896-02,C00896,Accident,2289321,1617.89,2019-05-24,Active
PC00896-03,C00896,Investment,3551723,5216.05,2019-12-10,Active
PC00897-01,C00897,Investment,2294426,2036.36,2022-07-30,Active
PC00898-01,C00898,Life,1315813,1788.33,2019-01-31,Active
PC00899-01,C00899,Health,3119045,1681.98,2021-05-13,Active
PC00899-02,C00899,Investment,1205510,1481.99,2020-03-29,Active
PC00899-03,C00899,Life,4458629,5031.09,2020-03-18,Active
PC00900-01,C00900,Life,2342585,4346.81,2021-11-03,Active
PC00900-02,C00900,Accident,1373459,2673.08,2020-07-06,Active
PC00900-03,C00900,Investment,4252740,3238.75,2018-04-11,Active
PC00901-01,C00901,Health,466205,759.16,2022-06-24,Active
PC00901-02,C00901,Life,4356633,2742.16,2019-06-03,Active
PC00902-01,C00902,Investment,2099708,4084.18,2021-08-18,Active
PC00902-02,C00902,Investment,3288133,2159.35,2018-12-16,Active
PC00902-03,C00902,Investment,3458631,3120.14,2019-07-12,Active
PC00903-01,C00903,Life,3614986,3520.46,2022-08-25,Active
PC00903-02,C00903,Health,1442919,2038.69,2020-05-03,Active
PC00904-01,C00904,Investment,1445466,930.43,2021-02-02,Active
PC00904-02,C00904,Accident,2730420,2700.43,2018-02-19,Active
PC00904-03,C00904,Investment,157352,205.54,2018-02-07,Active
PC00905-01,C00905,Accident,915942,612.2,2020-11-01,Active
PC00905-02,C00905,Health,1284904,2335.47,2018-04-11,Active
PC00905-03,C00905,Health,3811867,3666.58,2021-11-23,Active
PC00906-01,C00906,Life,760959,1062.68,2018-04-02,Active
PC00906-02,C00906,Investment,2933172,2367.63,2021-07-09,Active
PC00906-03,C00906,Investment,4838283,3705.57,2018-06-09,Active
PC00907-01,C00907,Health,3560438,7100.04,2020-07-04,Active
PC00908-01,C00908,Investment,716792,603.29,2018-11-16,Active
PC00908-02,C00908,Investment,3473542,2807.28,2022-07-25,Active
PC00908-03,C00908,Accident,4506030,2675.08,2022-07-01,Active
PC00909-01,C00909,Investment,1838664,3535.27,2019-05-25,Active
PC00910-01,C00910,Life,1465325,2680.4,2022-11-18,Active
PC00911-01,C00911,Life,2742724,1713.4,2020-01-15,Active
PC00912-01,C00912,Accident,1854099,2717.11,2022-01-11,Active
PC00912-02,C00912,Life,3555253,1808.76,2022-09-09,Active
PC00912-03,C00912,Accident,3443803,3243.86,2019-08-10,Active
PC00913-01,C00913,Health,146743,181.28,2021-01-19,Active
PC00913-02,C00913,Accident,2989070,5282.61,2020-02-21,Active
PC00913-03,C00913,Health,530214,520.68,2020-07-02,Active
PC00914-01,C00914,Accident,4318124,6337.51,2020-12-17,Active
PC00915-01,C00915,Accident,4890191,4426.36,2020-10-19,Active
PC00916-01,C00916,Accident,3560725,5480.4,2018-08-12,Active
PC00917-01,C00917,Investment,2393796,4229.81,2020-07-16,Active
PC00917-02,C00917,Life,1829784,2483.78,2018-06-29,Active
PC00918-01,C00918,Life,4118531,4340.81,2018-05-01,Active
PC00918-02,C00918,Health,2287519,3502.32,2019-05-30,Active
PC00919-01,C00919,Investment,4262509,3318.42,2019-04-22,Active
PC00919-02,C00919,Life,2226229,4095.54,2021-04-20,Active
PC00920-01,C00920,Health,2473992,2539.0,2021-12-13,Active
PC00921-01,C00921,Accident,4259722,7255.43,2022-08-07,Active
PC00922-01,C00922,Accident,1573866,1583.21,2019-02-05,Active
PC00922-02,C00922,Accident,490537,483.28,2020-02-29,Active
PC00923-01,C00923,Health,2661872,2757.33,2022-08-18,Active
PC00923-02,C00923,Health,2522341,2598.5,2018-10-10,Active
PC00923-03,C00923,Life,3673739,1942.3,2019-08-27,Active
PC00924-01,C00924,Life,554643,672.44,2021-02-05,Active
PC00925-01,C00925,Accident,167264,256.38,2019-01-31,Cancelled
PC00925-02,C00925,Life,2156200,2031.74,2019-08-07,Active
PC00926-01,C00926,Life,3231169,4786.24,2021-09-20,Active
PC00926-02,C00926,Investment,651614,720.51,2021-12-13,Active
PC00927-01,C00927,Life,727456,1007.75,2019-02-11,Active
PC00927-02,C00927,Investment,474419,927.33,2019-04-30,Active
PC00927-03,C00927,Life,2838002,1490.85,2021-02-13,Active
PC00928-01,C00928,Investment,4146555,6581.0,2021-10-01,Active
PC00929-01,C00929,Accident,3255861,4398.37,2021-12-28,Active
PC00930-01,C00930,Health,1737265,1496.75,2021-05-31,Active
PC00930-02,C00930,Accident,1614131,1715.02,2020-01-13,Active
PC00930-03,C00930,Health,2799716,2736.36,2019-05-29,Active
PC00931-01,C00931,Health,3010479,4464.57,2018-07-28,Active
PC00931-02,C00931,Health,2400103,1832.49,2020-11-30,Active
PC00931-03,C00931,Accident,933547,1508.5,2021-12-28,Active
PC00932-01,C00932,Life,135129,165.03,2020-06-04,Active
PC00933-01,C00933,Investment,2555600,4771.34,2021-03-27,Active
PC00933-02,C00933,Accident,4739843,5631.68,2021-06-07,Active
PC00933-03,C00933,Health,1052603,873.4,2019-01-11,Active
PC00934-01,C00934,Investment,2808706,2983.28,2019-12-29,Active
PC00934-02,C00934,Life,4039120,6270.27,2020-07-01,Active
PC00934-03,C00934,Life,4986617,4457.28,2021-01-11,Active
PC00935-01,C00935,Health,4528979,3628.75,2021-03-07,Active
PC00935-02,C00935,Accident,1022747,890.33,2018-06-11,Active
PC00935-03,C00935,Accident,315013,523.64,2018-10-02,Active
PC00936-01,C00936,Investment,2910825,3444.84,2019-03-30,Active
PC00936-02,C00936,Investment,1376540,949.94,2021-07-19,Active
PC00936-03,C00936,Health,4995224,9040.03,2018-01-04,Active
PC00937-01,C00937,Life,2149464,1921.01,2018-01-03,Active
PC00937-02,C00937,Health,3762463,2009.96,2021-03-24,Active
PC00937-03,C00937,Health,3354940,4815.09,2021-11-10,Active
PC00938-01,C00938,Health,594824,805.83,2018-11-30,Active
PC00939-01,C00939,Health,4593553,7989.22,2022-12-27,Active
PC00939-02,C00939,Health,3329207,5152.19,2019-06-22,Active
PC00940-01,C00940,Accident,4503753,3340.36,2021-05-21,Active
PC00941-01,C00941,Investment,905375,1703.98,2018-05-22,Active
PC00941-02,C00941,Accident,4404967,3840.43,2019-01-11,Active
PC00941-03,C00941,Health,3275723,2900.22,2021-01-22,Active
PC00942-01,C00942,Investment,1049247,1323.37,2019-11-12,Active
PC00942-02,C00942,Life,2518455,2004.3,2018-04-24,Active
PC00942-03,C00942,Accident,2951592,5347.34,2019-11-13,Active
PC00943-01,C00943,Life,1319071,1924.92,2019-11-26,Active
PC00943-02,C00943,Accident,4511560,6060.74,2020-03-13,Active
PC00944-01,C00944,Accident,4529471,3121.51,2022-09-20,Active
PC00945-01,C00945,Investment,3377226,6475.11,2018-01-16,Active
PC00946-01,C00946,Accident,3711466,2162.19,2021-11-05,Active
PC00946-02,C00946,Health,1913408,1090.86,2022-03-26,Active
PC00947-01,C00947,Investment,2205552,3746.96,2022-01-22,Active
PC00947-02,C00947,Health,2487303,4786.72,2018-12-26,Active
PC00948-01,C00948,Accident,946254,820.34,2019-03-12,Active
PC00948-02,C00948,Health,2896558,5138.76,2018-11-19,Active
PC00948-03,C00948,Health,148363,106.74,2020-05-17,Active
PC00949-01,C00949,Health,2419552,4792.73,2020-08-26,Active
PC00950-01,C00950,Investment,758751,1414.49,2021-08-20,Active
PC00951-01,C00951,Health,3917805,2618.71,2022-07-06,Lapsed
PC00951-02,C00951,Accident,4686669,9026.19,2021-04-04,Active
PC00951-03,C00951,Accident,1666059,2960.8,2019-06-18,Active
PC00952-01,C00952,Health,2649263,4918.28,2020-04-28,Active
PC00952-02,C00952,Accident,4360648,4060.05,2019-11-03,Active
PC00952-03,C00952,Life,4376489,8614.81,2020-05-04,Active
PC00953-01,C00953,Life,4236771,3828.18,2018-09-28,Active
PC00953-02,C00953,Investment,2177885,4310.38,2020-12-09,Active
PC00954-01,C00954,Investment,3074451,3265.23,2019-07-26,Active
PC00954-02,C00954,Life,4294193,6228.06,2020-02-23,Active
PC00955-01,C00955,Accident,929437,1524.5,2022-12-20,Active
PC00956-01,C00956,Life,3940214,5818.18,2022-07-27,Active
PC00957-01,C00957,Investment,831423,1463.01,2020-06-26,Active
PC00957-02,C00957,Investment,117019,99.43,2022-09-11,Active
PC00958-01,C00958,Accident,3313907,3542.38,2019-04-22,Active
PC00958-02,C00958,Life,4777035,2445.98,2019-11-03,Active
PC00959-01,C00959,Accident,2761265,3397.24,2019-05-01,Active
PC00960-01,C00960,Accident,2619751,5142.84,2018-10-14,Active
PC00960-02,C00960,Accident,1660008,2405.13,2022-01-25,Active
PC00960-03,C00960,Health,4523344,7317.6,2019-10-09,Active
PC00961-01,C00961,Investment,4036025,5013.09,2021-07-07,Active
PC00961-02,C00961,Investment,524178,918.8,2022-07-19,Lapsed
PC00962-01,C00962,Accident,4539690,4099.4,2021-09-13,Active
PC00963-01,C00963,Investment,390380,668.15,2019-06-28,Active
PC00963-02,C00963,Life,4761601,6757.02,2018-07-12,Active
PC00963-03,C00963,Investment,3289674,3550.67,2022-08-19,Active
PC00964-01,C00964,Accident,3285466,1651.14,2019-09-27,Active
PC00964-02,C00964,Life,785704,1501.89,2019-07-08,Active
PC00964-03,C00964,Accident,389576,512.05,2022-11-20,Active
PC00965-01,C00965,Life,3213763,4226.5,2022-10-16,Active
PC00966-01,C00966,Investment,2792618,2192.48,2022-02-11,Active
PC00967-01,C00967,Accident,2721242,4211.19,2020-04-30,Active
PC00967-02,C00967,Investment,3704706,2655.88,2020-12-02,Active
PC00967-03,C00967,Health,1199611,1768.02,2019-06-06,Active
PC00968-01,C00968,Accident,912948,1346.78,2022-08-26,Active
PC00968-02,C00968,Life,2488700,4021.56,2022-01-28,Active
PC00968-03,C00968,Life,3709701,7030.54,2018-09-09,Active
PC00969-01,C00969,Health,2708703,4821.51,2019-07-04,Active
PC00970-01,C00970,Investment,532348,813.12,2021-03-21,Active
PC00970-02,C00970,Life,4353644,2914.85,2021-06-03,Active
PC00971-01,C00971,Health,1585643,1828.96,2018-09-18,Active
PC00971-02,C00971,Accident,2278651,2129.4,2018-01-07,Active
PC00972-01,C00972,Accident,3582854,6691.91,2019-06-13,Active
PC00972-02,C00972,Health,4297221,3369.87,2019-10-17,Lapsed
PC00972-03,C00972,Life,4528150,5678.83,2020-07-12,Active
PC00973-01,C00973,Health,1030936,1977.32,2019-01-26,Active
PC00974-01,C00974,Accident,4440484,7609.81,2019-08-06,Active
PC00974-02,C00974,Investment,1424309,1419.79,2019-07-10,Active
PC00975-01,C00975,Accident,4959556,6146.42,2019-09-18,Active
PC00975-02,C00975,Investment,2801405,2795.18,2022-09-22,Active
PC00976-01,C00976,Life,3864996,6753.24,2021-11-19,Active
PC00976-02,C00976,Investment,1747008,1569.71,2019-07-27,Active
PC00977-01,C00977,Accident,1148991,1226.73,2022-05-24,Active
PC00978-01,C00978,Health,3789844,4143.83,2021-08-08,Active
PC00979-01,C00979,Accident,1787253,1275.47,2021-12-24,Active
PC00979-02,C00979,Investment,4346998,3091.23,2020-07-22,Active
PC00980-01,C00980,Health,2838856,1714.84,2020-02-28,Active
PC00980-02,C00980,Health,1864561,1535.47,2020-10-19,Active
PC00981-01,C00981,Accident,2980960,4029.48,2021-01-27,Active
PC00981-02,C00981,Investment,3617813,2219.8,2020-12-01,Active
PC00981-03,C00981,Investment,2055508,2953.02,2022-01-14,Active
PC00982-01,C00982,Investment,614599,866.04,2020-06-27,Active
PC00982-02,C00982,Investment,4685796,8942.57,2022-03-12,Active
PC00983-01,C00983,Accident,4820554,3166.86,2022-08-17,Active
PC00984-01,C00984,Life,2398391,3792.23,2022-09-19,Active
PC00984-02,C00984,Life,3367486,4770.8,2019-08-19,Active
PC00985-01,C00985,Accident,4474819,4771.5,2018-12-02,Active
PC00986-01,C00986,Investment,1630319,2466.48,2018-09-16,Active
PC00986-02,C00986,Health,199270,282.26,2022-03-21,Active
PC00987-01,C00987,Health,3277120,1639.13,2022-06-09,Active
PC00987-02,C00987,Investment,2193451,1239.42,2018-11-06,Active
PC00987-03,C00987,Life,1132235,795.5,2022-12-15,Active
PC00988-01,C00988,Life,4769011,4650.44,2021-09-19,Active
PC00989-01,C00989,Life,3747115,4727.0,2022-09-27,Active
PC00990-01,C00990,Life,4676843,8929.81,2021-06-29,Active
PC00990-02,C00990,Life,3921615,4642.56,2020-03-25,Active
PC00991-01,C00991,Accident,1029914,1573.53,2019-06-28,Active
PC00991-02,C00991,Health,3655546,6615.23,2020-12-02,Active
PC00991-03,C00991,Life,3996819,3096.54,2021-07-29,Active
PC00992-01,C00992,Accident,4754051,8728.72,2019-04-11,Active
PC00992-02,C00992,Accident,3335361,4825.89,2019-06-23,Active
PC00993-01,C00993,Life,2416527,1722.95,2021-05-29,Active
PC00994-01,C00994,Health,3829038,5311.88,2018-07-13,Active
PC00994-02,C00994,Accident,3559073,4135.75,2021-12-22,Active
PC00994-03,C00994,Life,2459857,3054.03,2022-03-28,Active
PC00995-01,C00995,Health,4845478,8760.9,2022-09-22,Active
PC00995-02,C00995,Health,4602845,3170.5,2019-07-05,Active
PC00995-03,C00995,Investment,1557293,1130.99,2019-12-12,Active
PC00996-01,C00996,Investment,2396833,2445.9,2022-07-11,Active
PC00996-02,C00996,Investment,130642,153.87,2021-10-08,Active
PC00996-03,C00996,Health,2465379,3705.19,2019-11-30,Active
PC00997-01,C00997,Health,2583045,3319.51,2019-08-20,Active
PC00997-02,C00997,Life,1412086,1835.16,2022-04-01,Active
PC00998-01,C00998,Health,2138118,3124.31,2022-07-04,Active
PC00998-02,C00998,Life,677029,675.51,2018-03-29,Active
PC00998-03,C00998,Accident,2653797,1645.96,2021-06-09,Active
PC00999-01,C00999,Life,2360251,4006.76,2020-03-24,Active
PC00999-02,C00999,Investment,2616498,3520.08,2019-02-21,Active
PC00999-03,C00999,Accident,1036120,1306.48,2020-07-02,Active
PC01000-01,C01000,Accident,3435855,3170.92,2022-11-23,Active
